순번,언어,발행처,BRM,자료명
4241,영어,World Bank Group,"일반공공행정 / 일반행정,환경 / 대기",Impact of Heat Waves on Learning Outcomes and the Role of Conditional Cash Transfers: Evidence from Peru
4242,영어,World Bank Group,"재정·세제·금융 / 금융,환경 / 환경일반",Public Expenditure Review for Wildfire Management: A Guide
4243,영어,World Bank Group,"일반공공행정 / 일반행정,재정·세제·금융 / 금융",The Asymmetric Bank Distress Amplifier of Recessions
4244,영어,World Bank Group,"일반공공행정 / 국민권익·인권,환경 / 환경일반",Women’s and Girls’ Exposure to Gender-Based Violence in Southern Madagascar: Their Insights and Experience in the Aftermath of the 2019–2022 Drought
4245,영어,World Bank Group,"일반공공행정 / 일반행정,환경 / 환경일반",The Earlier the Better? Impact of Shock-responsive Monetary Transfers for Drought in Niger
4246,영어,World Bank Group,"산업·통상·중소기업 / 산업진흥·고도화,일반공공행정 / 일반행정",Digital vs in-Person Business Training at Scale: Cautionary Lessons from a Randomized Trial in Ethiopia
4247,영어,World Bank Group,"일반공공행정 / 국가통계,재정·세제·금융 / 금융",India - Trends in Poverty from 2011-2012 to 2022-2023: Methodology Note
4248,영어,World Bank Group,"산업·통상·중소기업 / 무역및투자유치,재정·세제·금융 / 금융",From Tailwinds to Headwinds: Emerging and Developing Economies in the Twenty-First Century
4249,영어,World Bank Group,"일반공공행정 / 국민권익·인권,환경 / 환경일반",Exploring Household Recovery after a Disaster in a Conflict Setting: The Case of the June-November 2022 Nigerian Floods
4250,영어,World Bank Group,"일반공공행정 / 일반행정,재정·세제·금융 / 금융",Mongolia Public Finance Review: Health Background Note
4251,영어,World Bank Group,"산업·통상·중소기업 / 산업금융,일반공공행정 / 일반행정",Subnational Certification (SNC): India's Tuberculosis Recognition Program
4252,영어,World Health Organization,"일반공공행정 / 국가통계,환경 / 환경일반","WHO Alliance for the Global Elimination of Trachoma: progress report on elimination of trachoma, 2024–2025"
4253,영어,World Health Organization,"산업·통상·중소기업 / 에너지및자원개발,환경 / 대기",Agriculture: Sectoral Solutions for Air Pollution and Health
4254,영어,World Health Organization,"일반공공행정 / 일반행정,환경 / 대기",Air Quality Legislation and Implications for Health
4255,영어,World Health Organization,"일반공공행정 / 일반행정,재정·세제·금융 / 금융","Interim Medical Countermeasures Network: Report of the Second Annual Partners Meeting, Geneva, Switzerland, 17-19 September 2024"
4256,영어,World Health Organization,"일반공공행정 / 일반행정,환경 / 대기","Climate Change, Air Pollution, Pollen and Health"
4257,영어,World Health Organization,"산업·통상·중소기업 / 에너지및자원개발,환경 / 대기",Phasing Out Coal-Fired Electric Power Generation: Implications for Public Health: A Case Study in Canada
4258,영어,World Health Organization,"일반공공행정 / 일반행정,환경 / 대기",The Synergies of Heat Stress and Air Pollution and Its Health Impacts
4259,영어,World Health Organization,"산업·통상·중소기업 / 에너지및자원개발,환경 / 대기",Open Waste Burning: Sectoral Solutions for Air Pollution and Health
4260,영어,World Health Organization,"일반공공행정 / 일반행정,환경 / 환경일반",Risk Communication and Community Engagement Readiness and Response Toolkit: Ebola Disease
4261,영어,World Health Organization,"일반공공행정 / 일반행정,환경 / 환경일반",Policy Considerations for Strengthening Preparedness and Response to Arbovirus Epidemics and Pandemics
4262,영어,World Health Organization,"일반공공행정 / 일반행정,재정·세제·금융 / 금융",Evaluating the Financial Sustainability of Public Health Insurance Scheme in Chhattisgarh
4263,영어,World Health Organization,"사회복지 / 보건의료,일반공공행정 / 지방행정·재정지원","Functional Review and Assessment of the State Nodal Agency, Chhattisgarh"
4264,영어,World Health Organization,"보건 / 보건의료,사회복지 / 보건의료","Institutional Review of State Health Agency, Kerala"
4265,영어,World Health Organization,"과학기술 / 과학기술진흥,보건 / 보건의료",Digital Adaptation Kit for Self-Monitoring of Blood Pressure during Pregnancy: Operational Requirements for Implementing WHO Recommendations in Digital Systems
4266,영어,World Health Organization,"보건 / 보건의료,사회복지 / 취약계층지원","Overview of WHO Recommendations on HIV and Sexually Transmitted Infection Testing, Prevention, Treatment, Care and Service Delivery"
4267,영어,World Health Organization,"과학기술 / 과학기술진흥,보건 / 보건의료",Recommendations on the Delivery of Health Services for the Prevention and Care of Sexually Transmitted Infections
4268,영어,World Health Organization,"보건 / 보건의료,사회복지 / 보육·가족및여성","Country Guidance for Planning Triple Elimination of Mother-to-Child Transmission of HIV, Syphilis and Hepatitis B Virus Programmes"
4269,영어,World Health Organization,"보건 / 보건의료,일반공공행정 / 일반행정","Integrating HIV, Viral Hepatitis and Sexually Transmitted Infections with Primary Health Care – Learning from Countries"
4270,영어,World Health Organization,"과학기술 / 과학기술진흥,보건 / 보건의료",Guidelines on Lenacapavir for HIV Prevention and Testing Strategies for Long-Acting Injectable Pre-Exposure Prophylaxis
4271,영어,World Health Organization,"과학기술 / 과학기술연구,보건 / 보건의료",Mapping the Application of Artificial Intelligence in Traditional Medicine
4272,영어,World Health Organization,"보건 / 보건의료,일반공공행정 / 일반행정",Prevention of Re-Establishment of Malaria Transmission
4273,영어,World Health Organization,"보건 / 보건의료,재정·세제·금융 / 기획재정",Performance-Based Financing in the South-East Asia Region: A Scoping Review
4274,영어,World Health Organization,"보건 / 보건의료,일반공공행정 / 국가통계",Status of Influenza in the WHO South-East Asia Region
4275,영어,World Health Organization,"보건 / 보건의료,일반공공행정 / 국가통계",Consolidated Guidance on Tuberculosis Data Generation and Use: Module 3: National Tuberculosis Prevalence Surveys
4276,영어,World Health Organization,"보건 / 보건의료,일반공공행정 / 일반행정",Mass Gathering Practical Guide for Simulation Exercises and After Action Reviews
4277,영어,Statistics Canada,"과학기술 / 과학기술연구,일반공공행정 / 국가통계",Bridging Bigdata and Sampling Methodology: What Is Big and Where Is the Bridge?
4278,영어,Statistics Canada,"과학기술 / 과학기술연구,일반공공행정 / 국가통계","Use of Nonprobability Samples for Official Statistics, State of the Art"
4279,영어,Statistics Canada,"과학기술 / 과학기술연구,일반공공행정 / 국가통계",Model-Assisted Calibration Estimation Using Generalized Entropy Calibration in Survey Sampling
4280,영어,Statistics Canada,"과학기술 / 과학기술연구,일반공공행정 / 국가통계",sCHAID: A Tool for Constructing Nonresponse Adjustment Cells under a Design-Based Framework
4281,영어,Statistics Canada,"과학기술 / 과학기술연구,일반공공행정 / 국가통계",Mean Squared Prediction Error Estimators of the Empirical Best Linear Unbiased Predictor of a Small Area Mean under a Semi-Parametric Fay-Herriot Model
4282,영어,Statistics Canada,"과학기술 / 과학기술연구,일반공공행정 / 국가통계",On the Use of Machine Learning Methods for the Treatment of Unit Nonresponse in Surveys
4283,영어,Statistics Canada,"과학기술 / 과학기술연구,일반공공행정 / 국가통계",A Conversation with Dr. Ivan P. Fellegi
4284,영어,Statistics Canada,"과학기술 / 과학기술진흥,일반공공행정 / 국가통계",A Conversation with Geoffrey Hole
4285,영어,Statistics Canada,"보건 / 보건의료,사회복지 / 취약계층지원","Circumstances Surrounding Fire-Related Deaths among Indigenous People in Canada, 2011 to 2020"
4286,영어,Statistics Canada,"사회복지 / 주택,산업·통상·중소기업 / 산업진흥·고도화",Technical Guide for the New Housing Market Report
4287,영어,Statistics Canada,"사회복지 / 주택,일반공공행정 / 국가통계","New Housing Market Report, 2024: Experimental Estimates"
4288,영어,Statistics Canada,"보건 / 보건의료,사회복지 / 취약계층지원","Factors Associated with Unmet Needs for Disability Supports, 2022"
4289,영어,Statistics Canada,"사회복지 / 취약계층지원,일반공공행정 / 국민권익·인권",Softening the Blow of Discrimination: The Role of Social Connections in Mitigating the Harms Associated with Racism and Discrimination
4290,영어,Statistics Canada,"지역개발 / 지역및도시,환경 / 환경일반",Ecosystem Accounting for Large Urban Areas in Canada
4291,영어,Statistics Canada,"공공질서및안전 / 경찰,일반공공행정 / 국가통계","Framework for the Use, Analysis, Interpretation and Dissemination of Police-reported Indigenous and Racialized Identity Data Through the Uniform Crime Reporting Survey"
4292,영어,United Nations Development Programme,"산업·통상·중소기업 / 에너지및자원개발,환경 / 해양환경",Ocean Promise: From Vision to Impact: Delivering on Our Commitment
4293,영어,United Nations Development Programme,"일반공공행정 / 국정운영,재정·세제·금융 / 금융",From Insight to Implementation: Delivering FfD4 Commitments on Financial Integrity and Governance
4294,영어,United Nations Development Programme,"산업·통상·중소기업 / 에너지및자원개발,환경 / 대기",Charged for Change: The Case for Renewable Energy in Climate Action
